sampleid	Cluster	Description
K07315	8	K07315: sigma-B regulation protein RsbU (phosphoserine phosphatase)
K11145	8	K11145: ribonuclease III family protein
K05978	8	K05978: glucosylglycerol 3-phosphatase
K05979	8	K05979: 2-phosphosulfolactate phosphatase
K06952	8	K06952
K06955	8	K06955
K05810	8	K05810: conserved hypothetical protein
K01414	8	K01414: oligopeptidase A
K13735	8	K13735
K03208	8	K03208: colanic acid biosynthesis glycosyl transferase WcaI
K11777	8	K11777: HAD superfamily phosphatase
K07123	8	K07123
K04773	8	K04773: protease IV
K03437	8	K03437: RNA methyltransferase TrmH family
K02340	8	K02340: DNA polymerase III subunit delta
K02341	8	K02341: DNA polymerase III subunit delta'
K02345	8	K02345: DNA polymerase III subunit theta
K03692	8	K03692: glucosylglycerol-phosphate synthase
K07336	8	K07336: PKHD-type hydroxylase
K05992	8	K05992
K02643	8	K02643: cytochrome b6-f complex subunit 7
K02641	8	K02641: ferredoxin--NADP+ reductase
K02640	8	K02640: cytochrome b6-f complex subunit 5
K03592	8	K03592: PmbA protein
K01737	8	K01737: 6-pyruvoyl tetrahydrobiopterin synthase
K01739	8	K01739: cystathionine gamma-synthase
K05343	8	K05343: maltose alpha-D-glucosyltransferase
K05340	8	K05340: glucose uptake protein
K02426	8	K02426: cysteine desulfuration protein SufE
K05344	8	K05344: glucose-1-phosphate phosphodismutase
K07456	8	K07456: DNA mismatch repair protein MutS2
K08479	8	K08479: two-component system OmpR family clock-associated histidine kinase
K04757	8	K04757: anti-sigma B factor
K13500	8	K13500
K08906	8	K08906: cytochrome c6
K08902	8	K08902: photosystem II Psb27 protein
K08903	8	K08903: photosystem II reaction center 13kDa protein
K06199	8	K06199: CrcB protein
K11104	8	K11104: melibiose permease
K06995	8	K06995
K06443	8	K06443: lycopene beta cyclase
K06442	8	K06442: putative hemolysin
K06444	8	K06444: lycopene epsilon cyclase
K00595	8	K00595: precorrin-6Y C515-methyltransferase / precorrin-8W decarboxylase
K07395	8	K07395: putative proteasome-type protease
K00845	8	K00845: glucokinase
K08289	8	K08289: phosphoribosylglycinamide formyltransferase 2
K03570	8	K03570: rod shape-determining protein MreC
K13991	8	K13991
K13992	8	K13992
K06873	8	K06873
K06876	8	K06876
K00436	8	K00436: hydrogen dehydrogenase
K08928	8	K08928: photosynthetic reaction center L subunit
K08929	8	K08929: photosynthetic reaction center M subunit
K08920	8	K08920: chlorophyll a/b binding light-harvesting protein PcbC
K08921	8	K08921: chlorophyll a/b binding light-harvesting protein PcbD
K08922	8	K08922: chlorophyll a/b binding light-harvesting protein PcbE
K08923	8	K08923: chlorophyll a/b binding light-harvesting protein PcbF
K08924	8	K08924: chlorophyll a/b binding light-harvesting protein PcbG
K08925	8	K08925: chlorophyll a/b binding light-harvesting protein PcbH
K08926	8	K08926: light-harvesting complex 1 alpha chain
K08927	8	K08927: light-harvesting complex 1 beta chain
K06609	8	K06609: MFS transporter SP family major inositol transporter
K14068	8	K14068
K10255	8	K10255: omega-6 fatty acid desaturase (delta-12 desaturase)
K01776	8	K01776: glutamate racemase
K01775	8	K01775: alanine racemase
K05382	8	K05382: phycoerythrin-associated linker protein
K13819	8	K13819
K00082	8	K00082: 5-amino-6-(5-phosphoribosylamino)uracil reductase
K10238	8	K10238: trehalose/maltose transport system permease protein
K10236	8	K10236: trehalose/maltose transport system substrate-binding protein
K01971	8	K01971: DNA ligase (ATP)
K07444	8	K07444: putative N6-adenine-specific DNA methylase
K08176	8	K08176: MFS transporter PHS family inorganic phosphate transporter
K03536	8	K03536: ribonuclease P protein component
K03281	8	K03281: chloride channel protein CIC family
K11337	8	K11337: 3-hydroxyethyl bacteriochlorophyllide a dehydrogenase
K11336	8	K11336: 2-vinyl bacteriochlorophyllide hydratase
K11335	8	K11335: chlorophyllide reductase subunit Z
K11334	8	K11334: chlorophyllide reductase subunit Y
K11333	8	K11333: chlorophyllide reductase iron protein subunit X
K04083	8	K04083: molecular chaperone Hsp33
K02038	8	K02038: phosphate transport system permease protein
K02036	8	K02036: phosphate transport system ATP-binding protein
K02037	8	K02037: phosphate transport system permease protein
K12308	8	K12308: beta-galactosidase
K01911	8	K01911: O-succinylbenzoic acid--CoA ligase
K00203	8	K00203: formylmethanofuran dehydrogenase subunit D
K01008	8	K01008: selenide water dikinase
K13670	8	K13670
K13854	8	K13854
K06118	8	K06118: UDP-sulfoquinovose synthase
K11632	8	K11632: bacitracin transport system permease protein
K01935	8	K01935: dethiobiotin synthetase
K14468	8	K14468
K09797	8	K09797: hypothetical protein
K04040	8	K04040: chlorophyll synthase
K02705	8	K02705: photosystem II PsbC protein
K10027	8	K10027: phytoene dehydrogenase
K05572	8	K05572: NADH dehydrogenase I subunit 1
K05573	8	K05573: NADH dehydrogenase I subunit 2
K05574	8	K05574: NADH dehydrogenase I subunit 3
K05576	8	K05576: NADH dehydrogenase I subunit 4L
K05577	8	K05577: NADH dehydrogenase I subunit 5
K02074	8	K02074: zinc/manganese transport system ATP-binding protein
K02075	8	K02075: zinc/manganese transport system permease protein
K02077	8	K02077: zinc/manganese transport system substrate-binding protein
K11960	8	K11960: urea transport system permease protein
K11961	8	K11961: urea transport system permease protein
K07550	8	K07550: benzoylsuccinyl-CoA thiolase BbsB subunit
K08226	8	K08226: MFS transporter BCD family chlorophyll transporter
K00247	8	K00247: fumarate reductase subunit D
K02799	8	K02799: PTS system mannitol-specific IIB component
K02798	8	K02798: PTS system mannitol-specific IIA component
K02242	8	K02242: competence protein ComFC
K09844	8	K09844: hydroxyneurosporene dehydrogenase
K09846	8	K09846: hydroxyneurosporene methyltransferase
K04022	8	K04022: alcohol dehydrogenase
K04027	8	K04027: ethanolamine utilization protein EutM
K04028	8	K04028: ethanolamine utilization protein EutN
K07052	8	K07052
K07058	8	K07058
K06157	8	K06157: Gnt-II system L-idonate transporter
K03321	8	K03321: sulfate permease SulP family
K01501	8	K01501: nitrilase
K01502	8	K01502: aliphatic nitrilase
K10541	8	K10541: methyl-galactoside transport system permease protein
K00005	8	K00005: glycerol dehydrogenase
K00009	8	K00009: mannitol-1-phosphate 5-dehydrogenase
K01208	8	K01208: cyclomaltodextrinase
K00919	8	K00919: 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
K12574	8	K12574: ribonuclease J
K07079	8	K07079
K07071	8	K07071
K01437	8	K01437: aspartoacylase
K02169	8	K02169: biotin synthesis protein BioC
K11924	8	K11924: DtxR family transcriptional regulator manganese transport regulator
K07260	8	K07260: D-alanyl-D-alanine carboxypeptidase
K08262	8	K08262: delta12-fatty acid dehydrogenase
K00936	8	K00936
K03153	8	K03153: glycine oxidase
K03629	8	K03629: DNA replication and repair protein RecF
K07019	8	K07019
K07015	8	K07015
K02716	8	K02716: photosystem II PsbO protein
K01147	8	K01147: exoribonuclease II
K03818	8	K03818: putative colanic acid biosynthesis acetyltransferase WcaF
K03810	8	K03810: virulence factor
K09942	8	K09942: hypothetical protein
K06014	8	K06014
K01602	8	K01602: ribulose-bisphosphate carboxylase small chain
K01601	8	K01601: ribulose-bisphosphate carboxylase large chain
K02552	8	K02552: menaquinone-specific isochorismate synthase
K02551	8	K02551: 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate
K02800	8	K02800: PTS system mannitol-specific IIC component
K03608	8	K03608: cell division topological specificity factor
K03609	8	K03609: septum site-determining protein MinD
K06381	8	K06381: stage II sporulation protein D
K07657	8	K07657: two-component system OmpR family phosphate regulon response
K11049	8	K11049: CylG protein
K07033	8	K07033
K07037	8	K07037
K00386	8	K00386
K05575	8	K05575: NADH dehydrogenase I subunit 4
K05579	8	K05579: NADH dehydrogenase I subunit 7
K03836	8	K03836: low affinity tryptophan permease
K03839	8	K03839: flavodoxin I
K13789	8	K13789
K13256	8	K13256
K12073	8	K12073: 14-dihydroxy-2-naphthoyl-CoA thioesterase
K00970	8	K00970: poly(A) polymerase
K01594	8	K01594: sulfinoalanine decarboxylase
K01598	8	K01598: phosphopantothenoylcysteine decarboxylase
K02711	8	K02711: photosystem II PsbJ protein
K02710	8	K02710: photosystem II PsbI protein
K02713	8	K02713: photosystem II PsbL protein
K02712	8	K02712: photosystem II PsbK protein
K02715	8	K02715: PsbN protein
K02714	8	K02714: photosystem II PsbM protein
K02717	8	K02717: photosystem II oxygen-evolving complex 23kDa protein
K02718	8	K02718: photosystem II PsbT protein
K01625	8	K01625: 2-dehydro-3-deoxyphosphogluconate aldolase /
K01629	8	K01629: rhamnulose-1-phosphate aldolase
K02829	8	K02829: quinol oxidase polypeptide IV
K03190	8	K03190: urease accessory protein
K09772	8	K09772: hypothetical protein
K09775	8	K09775: hypothetical protein
K07636	8	K07636: two-component system OmpR family phosphate regulon sensor
K00367	8	K00367: ferredoxin-nitrate reductase
K12277	9	K12277: MSHA biogenesis protein MshF
K09907	9	K09907: hypothetical protein
K09119	9	K09119: hypothetical protein
K05339	9	K05339: holin-like protein LrgB
K12113	9	K12113: LacI family transcriptional regulator ebg operon repressor
K07706	9	K07706: two-component system AgrA family sensor histidine kinase AgrC
K10940	9	K10940: outer membrane protein OmpT
K05311	9	K05311: central glycolytic genes regulator
K06377	9	K06377: sporulation-control protein
K04051	9	K04051: type III secretion protein SctG
K04052	9	K04052: type III secretion protein SctH
K04053	9	K04053: type III secretion protein SctI
K07784	9	K07784: MFS transporter OPA family hexose phosphate transport protein UhpT
K09901	9	K09901: hypothetical protein
K07683	9	K07683: two-component system NarL family sensor histidine kinase NreB
K04013	9	K04013: formate-dependent nitrite reductase penta-haeme cytochrome c
K01213	9	K01213: galacturan 14-alpha-galacturonidase
K02562	9	K02562: mannitol operon repressor
K03804	9	K03804: chromosome partition protein MukE
K09890	9	K09890: hypothetical protein
K12269	9	K12269: accessory secretory protein Asp2
K09911	9	K09911: hypothetical protein
K00188	9	K00188: 2-oxoisovalerate ferredoxin oxidoreductase delta subunit
K09161	9	K09161: hypothetical protein
K13062	9	K13062
K03223	9	K03223: type III secretion protein SctL
K03221	9	K03221: type III secretion protein SctF
K08682	9	K08682: acyl carrier protein phosphodiesterase
K03757	9	K03757: cadaverine:lysine antiporter
K11144	9	K11144: primosomal protein DnaI
K02344	9	K02344: DNA polymerase III subunit psi
K13715	9	K13715
K13714	9	K13714
K03713	9	K03713: MerR family transcriptional regulator glutamine synthetase
K06604	9	K06604: flagellar rod protein FlaI
K10910	9	K10910: autoinducer 2-binding periplasmic protein LuxP
K08170	9	K08170: MFS transporter DHA2 family multidrug resistance protein
K12515	9	K12515: tight adherence protein G
K09802	9	K09802: hypothetical protein
K05775	9	K05775: maltose operon periplasmic protein
K03341	9	K03341: O-phosphoseryl-tRNA(Sec) selenium transferase
K03346	9	K03346: replication initiation and membrane attachment protein
K11922	9	K11922: GntR family transcriptional regulator mannosyl-D-glycerate
K11923	9	K11923: MerR family transcriptional regulator copper efflux regulator
K11925	9	K11925: SgrR family transcriptional regulator
K11929	9	K11929: outer membrane pore protein E
K07269	9	K07269: hypothetical protein
K06074	9	K06074: vitamin B12 transport system ATP-binding protein
K07034	9	K07034
K00385	9	K00385: anaerobic sulfite reductase subunit C
K10123	9	K10123: putative ferrous iron transport protein C
K00197	10	K00197: carbon-monoxide dehydrogenase gamma subunit
K00193	10	K00193: carbon-monoxide dehydrogenase beta subunit
K01340	10	K01340: tryptase
K09139	10	K09139: hypothetical protein
K09685	10	K09685: purine operon repressor
K08163	10	K08163: MFS transporter DHA1 family multidrug resistance protein
K14126	10	K14126
K10922	10	K10922: transmembrane regulatory protein ToxS
K14591	10	K14591
K04054	10	K04054: type III secretion protein SctK
K04057	10	K04057: type III secretion protein SctP
K02784	10	K02784: phosphocarrier protein HPr
K04785	10	K04785: yersiniabactin synthetase thiazolinyl reductase component
K12544	10	K12544: S-layer protein
K02745	10	K02745: PTS system N-acetylgalactosamine-specific IIB component
K05372	10	K05372: AraC family transcriptional regulator
K00189	10	K00189: 2-oxoisovalerate ferredoxin oxidoreductase gamma subunit
K06006	10	K06006: periplasmic protein CpxP
K00519	10	K00519
K03079	10	K03079: L-ribulose-5-phosphate 3-epimerase
K05974	10	K05974
K03081	10	K03081: 3-dehydro-L-gulonate-6-phosphate decarboxylase
K14138	10	K14138
K03538	10	K03538: ribonuclease P subunit P29
K10953	10	K10953: RTX toxin RtxA
K02775	10	K02775: PTS system galactitol-specific IIC component
K02255	10	K02255: ferritin-like protein 2
K02597	11	K02597: nitrogen fixation protein NifZ
K02592	11	K02592: nitrogenase molybdenum-iron protein NifN
K02846	11	K02846: N-methyl-L-tryptophan oxidase
K12428	11	K12428: fatty acid CoA ligase FadD32
K12429	11	K12429: fatty acid CoA ligase FadD36
K12421	11	K12421: fatty acid CoA ligase FadD9
K12426	11	K12426: long chain fatty acid CoA FadD26
K12424	11	K12424: fatty acid CoA ligase FadD22
K07341	11	K07341: death on curing protein
K05926	11	K05926
K02585	11	K02585: nitrogen fixation protein NifB
K02855	11	K02855: AraC family transcriptional regulator L-rhamnose operon regulatory
K08696	11	K08696: carbon dioxide concentrating mechanism protein CcmK
K13920	11	K13920
K06201	11	K06201: copper homeostasis protein
K01804	11	K01804: L-arabinose isomerase
K02862	11	K02862: putative membrane protein
K06945	11	K06945
K14273	11	K14273
K13058	11	K13058
K13727	11	K13727
K13052	11	K13052
K12239	11	K12239: dihydroaeruginoic acid synthetase
K12238	11	K12238: pyochelin biosynthesis protein PchD
K07132	11	K07132
K07131	11	K07131
K09684	11	K09684: purine catabolism regulatory protein
K09681	11	K09681: LysR family transcriptional regulator transcription activator of
K14257	11	K14257
K00875	11	K00875: D-ribulokinase
K06320	11	K06320: spore maturation protein CgeB
K09477	11	K09477: citrate:succinate antiporter
K07118	11	K07118
K10619	11	K10619: p-cumate dioxygenase
K10617	11	K10617: p-cumic alcohol dehydrogenase
K00466	11	K00466: tryptophan 2-monooxygenase
K00468	11	K00468
K01510	11	K01510: apyrase
K08167	11	K08167: MFS transporter DHA2 family methyl viologen resistance protein
K00853	11	K00853: L-ribulokinase
K01184	11	K01184: polygalacturonase
K03761	11	K03761: MFS transporter MHS family alpha-ketoglutarate permease
K03395	11	K03395: gentamicin 3'-N-acetyltransferase
K10240	11	K10240: cellobiose transport system substrate-binding protein
K14370	11	K14370
K14371	11	K14371
K14373	11	K14373
K13688	11	K13688
K13687	11	K13687
K13686	11	K13686
K11949	11	K11949: 4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase
K07810	11	K07810: Cu(I)/Ag(I) efflux system periplasmic protein CusF
K07816	11	K07816: putative GTP pyrophosphokinase
K14059	11	K14059
K08161	11	K08161: MFS transporter DHA1 family multidrug resistance protein
K06412	11	K06412: stage V sporulation protein G
K04095	11	K04095: cell filamentation protein
K06120	11	K06120: glycerol dehydratase large subunit
K06121	11	K06121: glycerol dehydratase medium subunit
K00216	11	K00216: 23-dihydro-23-dihydroxybenzoate dehydrogenase
K14339	11	K14339
K14337	11	K14337
K08286	11	K08286: protein-serine/threonine kinase
K13318	11	K13318
K13317	11	K13317
K03888	11	K03888: menaquinol-cytochrome c reductase cytochrome b/c subunit
K07505	11	K07505: hypothetical protein
K07504	11	K07504: hypothetical protein
K13661	11	K13661
K13669	11	K13669
K06166	11	K06166: PhnG protein
K06165	11	K06165: PhnH protein
K11625	11	K11625: membrane protein YdfJ
K11628	11	K11628: mycocerosic acid synthase
K00686	11	K00686: protein-glutamine gamma-glutamyltransferase
K11199	11	K11199: PTS system 2-O-A-mannosyl-D-glycerate-specific IIB component
K11198	11	K11198: PTS system 2-O-A-mannosyl-D-glycerate-specific IIA component
K10711	11	K10711: GntR family transcriptional regulator frlABCD operon
K08166	11	K08166: MFS transporter DHA2 family methylenomycin A resistance protein
K02781	11	K02781: PTS system glucitol/sorbitol-specific IIA component
